circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
AVP,San Francisco,United States,2016,2016-06-23,M,9,Casey Patterson,1980-04-20,36.1752225,78,United States,Jake Gibb,1976-02-06,40.3778234,79,United States,1,Brad Keenan,1981-08-10,34.8692676,80,United States,Todd Rogers,1973-09-30,42.7296372,74,United States,8,"21-12, 22-20",00:40:00,Winner's Bracket,Round 2,23,19,1,0.783,3,4,0,10,13,7,1,0.462,1,2,2,4,18,11,3,0.444,3,4,0,0,25,10,3,0.28,0,3,0,8
FIVB,Gstaad,Switzerland,2018,2018-07-09,M,8,Sam Pedlow,1987-06-14,31.0691307,77,Canada,Sam Schachter,1990-05-08,28.1697467,78,Canada,20,Bruno Oscar Schmidt,1986-10-06,31.7563313,73,Brazil,Pedro Solberg,1986-03-27,32.2847365,76,Brazil,13,"21-19, 18-21, 15-12",00:50:00,Pool D,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2007,2007-08-09,M,61,Joaquin Acosta,1979-10-01,27.8548939,77,Puerto Rico,Jonathan Acosta,1981-11-17,25.724846,76,Puerto Rico,Q31,Ayinde Alakoye,1972-12-16,34.6447639,76,United States,Boris Aliaga,1979-11-23,27.7097878,70,United States,Q98,"21-19, 21-13",00:48:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Santa Barbara,United States,2006,2006-05-18,W,14,Angie Simpson,1975-07-21,30.825462,70,United States,Brynn Murphy,1982-11-24,23.4798084,75,United States,Q45,Jean Mathews,NA,NA,69,United States,Nicole Midwin,1978-06-05,27.9507187,72,United States,Q20,"21-12, 21-14",00:38:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,San Diego,United States,2005,2005-06-10,M,55,Adam Jewell,1975-06-24,29.963039,77,United States,Karch Kiraly,2060-11-03,44.5995893,74,United States,12,Jason Ring,1974-07-21,30.8884326,75,United States,Paul Baxter,1972-02-01,33.3552361,77,United States,4,"21-16, 21-19",00:53:00,Contender's Bracket,Round 5,16,14,2,0.75,1,1,5,2,27,16,3,0.481,0,0,1,6,16,6,6,0,0,0,2,2,34,22,3,0.559,0,1,1,5
FIVB,London,England,2012,2012-07-28,M,34,Jonathan Erdmann,1988-03-12,24.3778234,76,Germany,Kay Matysik,1980-06-18,32.109514,75,Germany,8,Igor Hernandez,1977-01-22,35.5126626,75,Venezuela,Jesus Villafane,1986-11-19,25.6892539,73,Venezuela,20,"20-22, 21-16, 15-11",00:53:00,Pool E,Round 3,36,17,0,0.472,3,2,9,5,23,15,0,0.652,4,2,0,13,26,14,0,0.538,2,3,3,2,35,16,0,0.457,1,0,0,10
AVP,Seattle,United States,2017,2017-06-22,W,4,Betsi Flint,1992-08-13,24.8569473,70,United States,Kelley Larsen,1992-05-03,25.1362081,74,United States,4,Aurora Davis,1991-07-01,25.9767283,69,United States,Bree Scarbrough,1993-05-16,24.1013005,73,United States,"13, Q1","21-11, 21-14",00:32:00,Winner's Bracket,Round 1,25,11,2,0.36,3,1,0,8,20,14,2,0.6,0,2,4,2,27,11,7,0.148,0,3,0,7,13,8,1,0.538,0,4,1,2
FIVB,Gstaad,Switzerland,2002,2002-06-18,W,48,Alexandra Fonseca,1970-10-07,31.6960986,67,Brazil,Monica Rodrigues,2067-09-20,34.7433265,71,Brazil,6,Ina Maser,1977-01-12,25.4291581,NA,Germany,Ulrike Schmidt,1969-03-30,33.2183436,70,Germany,"27, Q15","21-17, 21-17",00:31:00,Pool F,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2017,2017-08-17,M,6,Maddison McKibbin,1990-11-16,26.75154,76,United States,Riley McKibbin,1988-09-09,28.936345,74,United States,12,Brett Ryan,1986-10-15,30.8391513,NA,United States,Brian Miller,1994-02-26,23.4715948,NA,United States,21,"21-12, 21-18",00:44:00,Winner's Bracket,Round 1,7,9,3,0.857,2,2,3,9,18,13,2,0.611,0,2,0,14,14,15,4,0.786,0,3,1,14,15,13,3,0.667,1,2,1,16
FIVB,Klagenfurt,Austria,2006,2006-08-02,M,22,Pablo Herrera,1982-06-29,24.0930869,76,Spain,Raul Mesa,1982-04-16,24.2956879,75,Spain,"30, Q7",David Klemperer,1980-06-22,26.110883,74,Germany,Kjell Schneider,1976-10-04,29.8261465,78,Germany,14,"21-12, 18-21, 21-19",01:08:00,Pool C,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Tempe,United States,2005,2005-04-22,M,31,Brent Doble,1970-01-03,35.2991102,78,United States,John Hyden,1972-10-07,32.5393566,77,United States,10,Hans Stolfus,1976-12-29,28.312115,77,United States,Matt Olson,1980-01-02,25.303217,74,United States,18,"21-14, 10-21, 15-13",01:05:00,Contender's Bracket,Round 2,35,13,5,0.229,0,1,4,7,35,18,4,0.4,0,2,0,8,16,7,2,0.313,0,3,2,7,45,29,8,0.467,0,0,3,23
FIVB,Espinho,Portugal,2002,2002-07-24,M,57,Mariano Baracetti,1974-07-12,28.0328542,76,Argentina,Martin Conde,1971-08-25,30.9130732,73,Argentina,2,Conrad Leinemann,1971-04-02,31.3100616,75,Canada,Jody Holden,2068-08-20,33.9247091,77,Canada,23,"18-21, 21-17, 22-20",01:15:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Long Beach,United States,2007,2007-07-19,M,16,Phil Dalhausser,1980-01-26,27.4770705,81,United States,Todd Rogers,1973-09-30,33.798768,74,United States,2,Casey Patterson,1980-04-20,27.2443532,78,United States,Kyle Denitz,1981-09-16,25.8370979,73,United States,"31, Q18","21-14, 21-18",00:39:00,Winner's Bracket,Round 1,16,10,1,0.563,2,2,4,0,22,12,5,0.318,0,2,0,10,35,13,6,0.2,1,5,3,0,11,6,3,0.273,1,3,0,10
FIVB,Klagenfurt,Austria,2005,2005-08-03,W,40,Juliana Felisberta,1983-07-22,22.0342231,70,Brazil,Larissa Franca,1982-04-14,23.3045859,69,Brazil,2,Dalixia Fernandez Grasset,1977-11-26,27.6851472,69,Cuba,Tamara Larrea Peraza,1973-11-25,31.687885,72,Cuba,16,"21-10, 21-19",00:30:00,Contender's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2009,2009-06-26,M,59,Andy Ces,1982-07-03,26.9815195,77,France,Kevin Ces,1980-07-21,28.9308693,76,France,11,Jorre Kjemperud,2068-08-31,40.8186174,74,Norway,Vegard Hoidalen,1971-05-10,38.1300479,76,Norway,14,Forfeit or other,NA,Pool K,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2010,2010-06-28,W,54,Nadine Zumkehr,1985-02-05,25.3908282,68,Switzerland,Simone Kuhn,1980-09-02,29.8179329,72,Switzerland,18,Daniela Gioria,1979-07-04,30.9842574,71,Italy,Giulia Momoli,1981-08-30,28.8268309,72,Italy,27,"21-14, 21-17",00:33:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Warsaw,Poland,2007,2007-06-05,W,6,Dalixia Fernandez Grasset,1977-11-26,29.522245,69,Cuba,Tamara Larrea Peraza,1973-11-25,33.5249829,72,Cuba,12,Emilia Nystrom,1983-09-13,23.7262149,70,Finland,Erika Nystrom,1983-09-13,23.7262149,70,Finland,21,"21-19, 21-19",00:39:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Sanya,China,2010,2010-10-26,W,17,Brooke Niles,1981-03-11,29.6262834,68,United States,Lauren Fendrick,1982-03-20,28.6023272,75,United States,"16, Q1",Britta Buthe,1988-05-25,22.4202601,73,Germany,Karla Borger,1988-11-22,21.9247091,71,Germany,Q16,"21-18, 21-18",00:42:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Espinho,Portugal,2019,2019-07-17,M,10,Edgars Tocs,1988-11-29,30.6283368,77,Latvia,Martins Plavins,1985-05-08,34.1902806,75,Latvia,12,Peng Gao,1989-02-08,30.4339493,79,China,Yang Li,1988-10-19,30.7405886,77,China,21,"21-13, 21-19",00:29:00,Pool E,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Huntington Beach,United States,2003,2003-08-14,W,38,Dianne DeNecochea,2067-11-16,35.742642,76,United States,Nancy Reynolds,1970-11-24,32.7200548,69,United States,3,Gracie Santana-Baeni,1970-09-01,32.9500342,71,Switzerland,Paula Roca,1971-07-17,32.0766598,71,United States,16,"21-17, 21-13",00:41:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
FIVB,Warsaw,Poland,2019,2019-06-11,M,13,Ahmed Tijan,1995-04-28,24.1204654,73,Qatar,Cherif Samba,1995-05-22,24.054757,77,Qatar,7,Jan Pokersnik,1989-12-15,29.486653,NA,Slovenia,Nejc Zemljak,1988-02-01,31.3566051,74,Slovenia,"26, Q11","24-22, 21-18",00:42:00,Pool G,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Miami,United States,2007,2007-04-13,M,2,Hans Stolfus,1976-12-29,30.2861054,77,United States,Scott Wong,1978-12-31,28.2819986,77,United States,9,AJ Mihalic,1976-05-06,30.934976,76,United States,Billy Allen,1981-10-15,25.4921287,74,United States,"24, Q7","21-18, 21-19",00:40:00,Winner's Bracket,Round 1,26,17,4,0.5,0,2,1,2,15,10,3,0.467,1,3,3,4,31,21,6,0.484,0,3,3,3,10,3,3,0,0,2,1,3
AVP,Huntington Beach,United States,2019,2019-05-02,W,19,Alex Reale,1993-11-21,25.4428474,NA,United States,Emily Reinking,1996-07-02,22.8309377,NA,United States,Q46,Lavinia Tataran,1990-07-26,28.7665982,68,Romania,Suzana Manole,1978-08-11,40.7227926,73,United States,Q19,"21-14, 16-21, 15-10",01:00:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Santa Barbara,United States,2006,2006-05-18,W,35,Angie Akers,1976-06-30,29.8809035,72,United States,Heather Lowe,1975-04-13,31.0965092,72,United States,14,Cinta Preston,1978-10-21,27.5728953,68,United States,Kelly Rowe,1976-09-25,29.6427105,68,United States,"30, Q10","21-18, 21-19",00:34:00,Contender's Bracket,Round 1,19,12,3,0.474,2,4,1,6,27,16,1,0.556,1,1,3,8,20,8,2,0.3,4,2,2,3,18,12,2,0.556,0,2,0,8
AVP,Manhattan Beach,United States,2002,2002-08-08,M,45,Dax Holdren,1972-09-04,29.9247091,75,United States,Eric Fonoimoana,1969-06-07,33.1690623,75,United States,1,Canyon Ceman,1972-06-21,30.1300479,77,United States,Mike Whitmarsh,NA,NA,79,United States,4,"21-17, 19-21, 18-16",01:07:00,Winner's Bracket,Round 5,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA
AVP,Santa Barbara,United States,2006,2006-05-18,W,7,Jana Monello,2068-03-26,38.1437372,69,United States,Kim Kiefer,2067-12-14,38.4257358,NA,United States,Q40,Barb Sanson,1971-03-09,35.192334,68,United States,Heather Alley,1974-03-15,32.1752225,72,United States,Q25,"22-20, 21-14",00:43:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Prague,Czech Republic,2015,2015-05-19,W,53,Sayaka Mizoe,1990-07-16,24.8405202,69,Japan,Takemi Nishibori,1981-08-20,33.744011,67,Japan,12,Lenka Hajeckova,1978-04-18,37.0841889,68,Czech Republic,Sona Novakova,1975-10-06,39.6167009,73,Czech Republic,31,"21-19, 21-16",00:37:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Austin,United States,2005,2005-04-29,M,44,Nick Lucena,1979-09-22,25.6016427,73,United States,Phil Dalhausser,1980-01-26,25.2566735,81,United States,10,Dax Holdren,1972-09-04,32.6488706,75,United States,Jeff Nygaard,1972-08-03,32.7364819,80,United States,2,"21-15, 20-22, 15-12",00:57:00,Semifinals,NA,44,25,5,0.455,0,1,1,18,29,13,6,0.241,0,0,16,5,22,10,3,0.318,0,0,0,13,57,27,15,0.211,1,1,4,11
AVP,Huntington Beach,United States,2007,2007-05-03,M,14,Karch Kiraly,2060-11-03,46.4941821,74,United States,Kevin Wong,1972-09-12,34.6365503,79,United States,10,Mike Morrison,1979-01-07,28.3175907,78,United States,Ty Tramblie,1980-10-22,26.5270363,72,United States,23,"21-14, 19-21, 15-9",00:58:00,Winner's Bracket,Round 1,46,21,7,0.304,0,1,0,17,23,12,3,0.391,1,4,9,8,43,21,9,0.279,1,3,4,3,30,7,7,0,0,1,0,22
FIVB,Myslowice,Poland,2011,2011-05-17,W,39,Angie Akers,1976-06-30,34.8774812,72,United States,Nicole Branagh,1979-01-31,32.2902122,74,United States,7,Daniela Gioria,1979-07-04,31.8685832,71,Italy,Giulia Momoli,1981-08-30,29.7111567,72,Italy,"24, Q6","21-19, 21-18",00:39:00,Contender's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Ocean City,United States,2009,2009-06-18,M,14,Daniel Boger,1991-01-24,18.3983573,70,United States,Steve Ross,1976-09-26,32.7255305,72,United States,Q45,John Krejczyk,1977-07-21,31.9096509,80,United States,Silvio Azevedo,1976-11-06,32.6132786,68,United States,Q20,"14-21, 21-19, 16-14",00:56:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Long Beach,United States,2014,2014-07-22,W,41,Agatha Bednarczuk,1983-06-22,31.08282,72,Brazil,Barbara Seixas,1987-08-03,26.9678303,70,Brazil,5,Emily Day,1987-08-09,26.9514031,73,United States,Summer Ross,1992-12-20,21.5852156,73,United States,12,"21-14, 21-12",00:31:00,Pool E,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Marseille,France,2007,2007-07-18,M,25,Conrad Leinemann,1971-04-02,36.29295,75,Canada,Rich VanHuizen,1975-11-25,31.6440794,81,Canada,17,Adrian Gavira,1987-09-17,19.8329911,76,Spain,Francisco Alfredo Marco,1986-10-04,20.7857632,71,Spain,"32, Q22","21-16, 21-9",00:35:00,Contender's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,The Hague,Netherlands,2017,2017-06-14,W,53,Anouk Verg̩-D̩pr̩,1992-02-11,25.338809,73,Switzerland,Joana Heidrich,1991-10-02,25.7002053,75,Switzerland,17,Agatha Bednarczuk,1983-06-22,33.9794661,72,Brazil,"Eduarda ""Duda"" Lisboa",1998-08-01,18.8692676,72,Brazil,4,"24-26, 21-17, 18-16",01:02:00,Semifinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,St. Petersburg,United States,2013,2013-09-13,M,15,Billy Kolinske,1986-08-06,27.1047228,78,United States,Steven VanderWerp,1990-03-30,23.4579055,72,United States,"15, Q4",Adam Roberts,1976-01-25,37.6344969,73,United States,Andrei Belov,1984-05-15,29.3305955,77,Russia,10,"16-21, 21-14, 15-7",00:58:00,Contender's Bracket,Round 1,25,14,4,0.4,1,1,3,3,30,17,3,0.467,0,1,0,14,34,15,9,0.176,0,0,0,9,25,16,1,0.6,2,6,1,5
AVP,Huntington Beach,United States,2010,2010-06-03,M,23,Blake Taylor,1986-10-26,23.6030116,NA,United States,Nils Nielsen,1981-11-23,28.5256674,NA,United States,Q76,Jarrett Kessler,1981-05-03,29.0841889,NA,United States,Kahl Goldfarb,1974-05-24,36.0273785,NA,United States,Q53,"21-14, 21-18",00:47:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Paris,France,2007,2007-06-20,M,21,Franco Neto,2066-11-11,40.605065,76,Brazil,Pedro Cunha,1983-06-10,24.0273785,74,Brazil,3,Jonas Reckermann,1979-05-26,28.0684463,79,Germany,Mischa Urbatzka,1983-03-29,24.2272416,75,Germany,19,"21-11, 21-16",00:40:00,Pool C,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2003,2003-06-06,M,29,Brian Lewis,2068-03-22,35.2060233,73,United States,Scott Ayakatubby,2064-09-11,38.7323751,76,United States,4,Adam Jewell,1975-06-24,27.9507187,77,United States,Jake Gibb,1976-02-06,27.3292266,79,United States,17,"21-17, 21-23, 15-10",01:05:00,Winner's Bracket,Round 4,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA
FIVB,Gstaad,Switzerland,2002,2002-06-19,M,4,Axel Hager,1969-03-14,33.2648871,80,Germany,Jorg Ahmann,2066-02-12,36.347707,75,Germany,31,Joao Brenha,1970-05-06,32.1204654,76,Portugal,Miguel Maia,1971-04-23,31.156742,71,Portugal,15,"22-20, 28-26",00:50:00,Pool B,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Sochi,Russia,2016,2016-05-03,M,48,Alexandr Dyachenko,1980-10-23,35.5263518,77,Kazakhstan,Alexey Sidorenko,1983-08-26,32.6872005,78,Kazakhstan,"24, Q3",Christian Garcia,1986-11-01,29.5030801,75,Spain,Francisco Alfredo Marco,1986-10-04,29.5797399,71,Spain,"25, Q4","21-15, 21-19",00:36:00,Pool H,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Gstaad,Switzerland,2003,2003-06-17,W,43,Efthalia Koutroumanidou,1982-10-07,20.6926762,70,Greece,Vasiliki Arvaniti,1985-03-17,18.2505133,72,Greece,Q11,Katerina Tychnova,1983-03-10,20.2710472,NA,Czech Republic,Marketa Tychnova,1981-04-10,22.1848049,NA,Czech Republic,Q43,"21-12, 21-18",00:34:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Chicago,United States,2006,2006-07-20,W,50,Paige Jensen,1982-07-27,23.980835,71,United States,Suzana Manole,1978-08-11,27.9397673,73,United States,"29, Q9",Cinta Preston,1978-10-21,27.7453799,68,United States,Kelly Rowe,1976-09-25,29.8151951,68,United States,Q8,"21-16, 21-14",00:36:00,Qualifier Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Osaka,Japan,2002,2002-08-07,W,14,Efi Sfyri,1971-01-08,31.578371,71,Greece,Vasso Karadassiou,1973-01-06,29.5824778,72,Greece,10,Ethel-Julie Arjona,1981-06-12,21.1526352,69,France,Virginie Kadjo,1973-05-03,29.2621492,70,France,"26, Q22","22-20, 15-21, 15-13",01:02:00,Pool G,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Olsztyn,Poland,2017,2017-07-19,M,4,Esteban Grimalt,1991-01-09,26.5242984,75,Chile,Marco Grimalt,1989-07-11,28.0219028,77,Chile,15,Jakub Szalankiewicz,1989-05-03,28.2108145,75,Poland,Maciej Rudol,1993-06-27,24.0602327,77,Poland,18,"21-18, 22-20",00:37:00,Pool B,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Macau,Macao,2001,2001-04-04,W,16,Kerri Pottharst,2065-06-25,35.7754962,72,Australia,Natalie Cook,1975-01-19,26.2067077,71,Australia,2,Lucy Todd,1977-07-13,23.7262149,NA,New Zealand,Sarah Drummond,NA,NA,NA,New Zealand,"31, Q18","21-15, 21-13",00:33:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Roseto degli Abruzzi,Italy,2008,2008-05-13,M,57,Harley Marques,1974-07-06,33.853525,76,Brazil,Pedro Solberg,1986-03-27,22.1300479,76,Brazil,3,Dmitri Barsouk,1980-01-20,28.312115,75,Russia,Igor Kolodinsky,1983-07-07,24.8514716,78,Russia,8,"21-18, 21-17",00:43:00,Contender's Bracket,Round 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Moscow,Russia,2015,2015-05-25,W,22,Jennifer Fopma,1981-10-30,33.5660507,75,United States,Summer Ross,1992-12-20,22.425735800000002,73,United States,"29, Q11",Ana Gallay,1986-01-16,29.3524983,68,Argentina,Georgina Klug,1984-06-11,30.9514031,68,Argentina,Q6,"19-21, 21-16, 15-7",00:54:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2008,2008-07-29,M,58,Jason Lochhead,1984-03-12,24.3805613,70,New Zealand,Kirk Pitman,1981-12-13,26.6255989,76,New Zealand,19,Alexandr Dyachenko,1980-10-23,27.7645448,77,Kazakhstan,Oleksiy Kulinich,1980-05-18,28.1971253,76,Kazakhstan,"25, Q5","21-16, 21-19",00:56:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Chicago,United States,2004,2004-09-02,M,41,George Roumain,1976-03-28,28.4325804,78,United States,Jason Ring,1974-07-21,30.1190965,75,United States,6,Mike DiPierro,1980-12-10,23.7289528,78,United States,Steve Grotowski,1982-05-30,22.2614648,78,England,28,"30-28, 21-18",00:49:00,Contender's Bracket,Round 2,36,25,2,0.639,0,0,6,4,17,8,3,0.294,0,0,0,5,29,19,3,0.552,0,0,0,11,35,21,11,0.286,1,1,2,4
FIVB,Boracay,Philippines,2019,2019-05-23,W,10,Floremel Rodriguez,NA,NA,NA,Philippines,Maria Tan,1993-04-13,26.1081451,NA,Philippines,16,Tan Hsi Yan,1997-08-12,21.7768652,69,Malaysia,Tasha Mae,2001-08-13,17.7741273,69,Malaysia,8,"21-7, 21-15",00:20:00,Pool A,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
